# {'objective': 'binary:logistic', 'scale_pos_weight': 4.140197789412449, 'eval_metric': 'auc'},main_metric=f1
,max_depth,eta,subsample,var_threshold_continuous,var_threshold_discrete,var_threshold_fingerprint,corr_threshold,val_accuracy,val_f1,val_precision,val_recall,val_mcc,val_roc_auc_score,val_average_precision_score
0,9,0.1603611341614069,0.7422207271942238,0.018982905038915646,0.00929809702283564,0.00634586780763723,0.8245008550191402,0.8748019017432647,0.6457399103139013,0.6889952153110048,0.6075949367088608,0.5717308077483173,0.8921395492435937,0.72077580153411
1,5,0.01689732420995405,0.7824843970759516,0.02931867507055167,0.02727709121863271,0.03152841481744553,0.9851926809489793,0.8050713153724247,0.6070287539936102,0.4884318766066838,0.8016877637130801,0.513842564755826,0.8736153133683235,0.6861411482674065
2,6,0.10795057415259399,0.7416764546103849,0.008220981909644006,0.0443427999398416,0.023389565631585407,0.9466497971757403,0.8629160063391442,0.6546906187624751,0.6212121212121212,0.6919831223628692,0.5707735684266186,0.8920654523000927,0.7281761991754203
3,7,0.05208316067388723,0.9301990077803669,0.04946515272888763,0.033237449119446365,0.005679357123231239,0.8683544230135545,0.8565768621236133,0.6499032882011606,0.6,0.7088607594936709,0.5635825191044079,0.8922383451682618,0.7399973339896357
4,3,0.14659598994667214,0.7247843425888125,0.031368592882417584,0.0200158372395269,0.019044235852646998,0.9180466513353782,0.8225039619651348,0.619047619047619,0.5185185185185185,0.7679324894514767,0.5256296785837582,0.8866769579088196,0.7079242711854843
5,7,0.1212890478152742,0.5831348205237104,0.031090230403277602,0.03671301394257886,0.014063225700494588,0.8808795092183155,0.8724247226624405,0.6596194503171248,0.6610169491525424,0.6582278481012658,0.5811235553950242,0.8851250385921581,0.7313174251596042
6,5,0.038461705976597725,0.9336012087082428,0.025828605848408116,0.029583017737350187,0.005546694360485894,0.9246868528433997,0.8312202852614897,0.637137989778535,0.5342857142857143,0.7890295358649789,0.5496025777243072,0.8877595965833076,0.7181144002325233
7,5,0.03982813761820565,0.7514081315144038,0.022985038238872983,0.0298558798042876,0.009255808606564327,0.8675933538210158,0.8217115689381933,0.614065180102916,0.5173410404624278,0.7552742616033755,0.518593214197433,0.8862735412164248,0.7219626707583695
8,6,0.15740628092652117,0.757599183740305,0.015427611197880206,0.03813262255909761,0.030568751753540957,0.8530067369444784,0.8676703645007924,0.6528066528066527,0.6434426229508197,0.6624472573839663,0.5711778213513348,0.8899413399197283,0.7309608811377691
9,3,0.13401736366357783,0.5194493291168997,0.03171974121856676,0.029959062100262272,0.01560907057927846,0.9611458702461076,0.8185419968304279,0.6176961602671118,0.511049723756906,0.7805907172995781,0.524926230209874,0.8860677163733662,0.7305943364055871
10,10,0.07117317214580424,0.8401240188923381,0.03946915914124512,0.02002049007406041,0.021290519042106198,0.8186616777388139,0.881933438985737,0.6558891454965358,0.7244897959183674,0.5991561181434599,0.5892482874875989,0.8879777709169497,0.7422529708677795
11,8,0.07228116128646993,0.881505804646134,0.019076816547301492,0.03149609525924405,0.040965277931251064,0.8158304009013374,0.8771790808240888,0.6563192904656319,0.6915887850467289,0.6244725738396625,0.5829085815280923,0.8895173407430277,0.739045938912705
12,4,0.02143033948759973,0.7328076643238012,0.028683721347332353,0.014523187033228982,0.011742269356006859,0.8317294127848859,0.7923930269413629,0.5893416927899686,0.4688279301745636,0.7932489451476793,0.4910749180856281,0.8697066995986417,0.6762018812566826
13,5,0.08504852566050773,0.8200448920188317,0.03705866735470941,0.0300578031537665,0.006871694781305428,0.9908886765526104,0.8446909667194928,0.6383763837638377,0.5672131147540984,0.729957805907173,0.5484446493073039,0.8919831223628693,0.7336124632371721
14,8,0.056736012076763556,0.9355323878040802,0.018686797956482256,0.01333877593396878,0.041060151144601764,0.9302593995023092,0.8771790808240888,0.6680942184154175,0.6782608695652174,0.6582278481012658,0.5928628102381289,0.8905876299269322,0.7421170037819242
15,9,0.020589812615263374,0.8075490805742105,0.030716890714223438,0.03460958888475829,0.03644568553880465,0.9055816501476107,0.8645007923930269,0.6531440162271807,0.62890625,0.679324894514768,0.569757776343008,0.8878707419985592,0.7313217491719353
16,8,0.1307005470046501,0.7819493990399131,0.04118678896739872,0.011383025951561739,0.0013953742587718978,0.915686622136222,0.875594294770206,0.6666666666666666,0.6709401709401709,0.6624472573839663,0.5902151233308968,0.8983719254914069,0.7367933288629835
17,3,0.10185087412574705,0.579265105203877,0.021438102394844477,0.0014965935826450785,0.03340503647836471,0.9900936292271079,0.8264659270998416,0.6294416243654822,0.5254237288135594,0.7848101265822784,0.5397822352101594,0.8809015128125964,0.7077780224090292
18,9,0.04262388957026732,0.9244116628238133,0.018920094305881412,0.009185417649068868,0.017128882965911228,0.8417100551785088,0.8763866877971473,0.6652360515021459,0.6768558951965066,0.6540084388185654,0.5895923788925903,0.8925717814140166,0.7492813018428324
19,6,0.14868940434591632,0.5719437373854576,0.04569703941530212,0.04348731778657157,0.006715274037990622,0.9764825141564014,0.8660855784469097,0.6572008113590263,0.6328125,0.6835443037974683,0.5748032771060763,0.8890151281259648,0.7292139414777938
20,3,0.023265425274785125,0.6359268246996517,0.009196561188019944,0.004325133858947012,0.0431948668560067,0.9569277318034548,0.7646592709984152,0.5533834586466165,0.42990654205607476,0.7763713080168776,0.4440928185930243,0.8572481218483071,0.6536289980409964
21,10,0.17861495652892442,0.9416046241573686,0.04823803319885987,0.039543872017214356,0.0013431938512253941,0.9017509597413557,0.8851030110935024,0.6666666666666667,0.7323232323232324,0.6118143459915611,0.6014558029088566,0.8959596583307605,0.7395057925752373
22,6,0.12436636110966927,0.7141067517716849,0.01938417076770972,0.009349991758113747,0.011322175927658404,0.8247744835098684,0.8637083993660856,0.6627450980392157,0.6190476190476191,0.7130801687763713,0.5801442738259636,0.8969435010805804,0.7364798990744871
23,5,0.02539465827011863,0.7229572102853071,0.03282523637915506,0.016280501910557462,0.013268271681510888,0.8593513825432564,0.8185419968304279,0.6176961602671118,0.511049723756906,0.7805907172995781,0.524926230209874,0.8799629515282494,0.6977729099391502
24,10,0.05777758808165857,0.5686435622090751,0.04161890611399843,0.03930272458674142,0.019774700272552126,0.994403212244305,0.875594294770206,0.6518847006651884,0.6869158878504673,0.620253164556962,0.5775018385957513,0.8905917464237934,0.7341331755491064
25,3,0.11446995815450219,0.7712797929301659,0.02965240104719773,0.008452862354333764,0.008863405246856061,0.9813135693501572,0.8248811410459588,0.6285714285714284,0.5223463687150838,0.7890295358649789,0.5390642992875992,0.8861870947823403,0.7233063787535102
26,10,0.034845715510852734,0.6798568911649888,0.009760106785095198,0.04438659103209219,0.020105863733093397,0.9999668283309386,0.875594294770206,0.6638115631691648,0.6739130434782609,0.6540084388185654,0.5876072443812252,0.8953133683235567,0.7463778194743572
27,7,0.10681349022521855,0.7214832675222789,0.01475756698002081,0.021873999388934393,0.0032509134379173584,0.878244752927597,0.8676703645007924,0.6653306613226453,0.6335877862595419,0.70042194092827,0.5842582309497898,0.8980508387362355,0.7487087752583125
28,6,0.07406696844764062,0.8108084027663509,0.0036989434156499807,0.0033579515840352243,0.029864917087703897,0.9977902473598246,0.8605388272583201,0.6535433070866142,0.6125461254612546,0.70042194092827,0.5687264282831259,0.8909539981475764,0.7403580021373241
29,10,0.07588999731411211,0.9959075033713216,0.0029023314885538616,0.01135817586971253,0.02584144283056511,0.8546027772859285,0.8874801901743264,0.6830357142857144,0.7251184834123223,0.6455696202531646,0.6164490743324511,0.8973057528043635,0.7511959730935133
