# {'weights': 'distance'},main_metric=mcc
,n_neighbors,var_threshold_continuous,var_threshold_discrete,var_threshold_fingerprint,corr_threshold,val_accuracy,val_f1,val_precision,val_recall,val_mcc,val_roc_auc_score,val_average_precision_score
0,38,0.0049120261019767195,0.006535599935459103,0.024393154108509552,0.8367516000264793,0.8557844690966719,0.40909090909090906,0.8873239436619719,0.26582278481012656,0.43732156961168167,0.8690748173304518,0.6734683423442005
1,52,0.02400698681917505,0.009147442457606044,0.008764537983899602,0.9072557452138023,0.8478605388272583,0.35570469798657717,0.8688524590163934,0.22362869198312235,0.39300587931113123,0.8674241020891221,0.6468194842369677
2,56,0.04928601405317282,0.0039596364487035525,0.009936323786125842,0.8469363826688182,0.8502377179080824,0.3678929765886288,0.8870967741935484,0.2320675105485232,0.4069975242202076,0.863848924565195,0.6404364222685355
3,59,0.0384014020440317,0.030186388713582635,0.020380953233987975,0.9150195588571006,0.8478605388272583,0.35135135135135137,0.8813559322033898,0.21940928270042195,0.3932780595286223,0.8610661726870434,0.647617180819737
4,21,0.04540728826316136,0.04491882909777585,0.04202264797215813,0.8802997251643293,0.8637083993660856,0.4691358024691358,0.8735632183908046,0.3206751054852321,0.47779316898982055,0.8755932901101164,0.690447259427909
5,47,0.0008034202769370503,0.04797392587442359,0.00677459676069745,0.8841427876418189,0.8502377179080824,0.37209302325581395,0.875,0.23628691983122363,0.4066958874326256,0.8670042194092826,0.6567411055153154
6,10,0.01212303136161468,0.027720411432756907,0.03500577151815342,0.9423383010205235,0.8740095087163233,0.547008547008547,0.8421052631578947,0.4050632911392405,0.527943002491378,0.8561778326644025,0.6882062672217574
7,40,0.031187019973819598,0.010106430611539353,0.029972985650032525,0.8692248466075809,0.8565768621236133,0.41423948220064716,0.8888888888888888,0.270042194092827,0.44156116256482164,0.8665431717608316,0.6632098306346068
8,3,0.049868693496899416,0.048527915537307766,0.047924811101114954,0.972446132111772,0.8605388272583201,0.5510204081632653,0.6967741935483871,0.45569620253164556,0.48765590207434234,0.8075764124729854,0.6045152203618998
9,34,0.031781657819055176,0.023100353314527266,0.030947443413543108,0.8756733903444536,0.8597464342313788,0.43809523809523804,0.8846153846153846,0.2911392405063291,0.45794593458995864,0.8624657816198414,0.6626189024464979
10,24,0.004959965791377142,0.02708377525192764,0.040797644919883386,0.9454725286936702,0.8652931854199684,0.47204968944099385,0.8941176470588236,0.3206751054852321,0.48601121578831025,0.8741463414634146,0.6836882213640108
11,3,0.013276298300927006,0.035603801581646666,0.0273770539910208,0.9886684809795319,0.866877971473851,0.58,0.7116564417177914,0.48945147679324896,0.5165743748391758,0.8144715447154472,0.5930696691551957
12,10,0.012330949055458448,0.03169582774305185,0.0045091856618925405,0.9448314962196359,0.8692551505546752,0.5132743362831859,0.8529411764705882,0.3670886075949367,0.5050216974676802,0.858122877431306,0.6753468972013771
13,9,0.014376609202958277,0.026503855987164676,0.008672802151282806,0.9262324650334398,0.866877971473851,0.5087719298245614,0.8285714285714286,0.3670886075949367,0.49426094066620785,0.8481712462694248,0.67027890122396
14,14,0.02346042512254129,0.026024054091771248,0.004350398240305737,0.9399389382903998,0.8629160063391442,0.46439628482972134,0.872093023255814,0.31645569620253167,0.47381928882613533,0.8690377688587012,0.6845331589716803
15,3,0.007221400408068469,0.0017639021896706133,0.023917361395111462,0.9161988046392596,0.8597464342313788,0.5607940446650124,0.6807228915662651,0.4767932489451477,0.4911945244840386,0.8155027271791705,0.5903771512358265
16,10,0.0016444167256733314,0.03532643944814979,0.025048086272856228,0.8588640606872369,0.8684627575277337,0.5229885057471264,0.8198198198198198,0.38396624472573837,0.5025505292762783,0.8558217556859113,0.6818287423638736
17,18,0.00923341002120925,0.011507733230970804,0.027022383604826776,0.9648359061016041,0.8645007923930269,0.4705882352941177,0.8837209302325582,0.3206751054852321,0.48187066953516994,0.8646886899248738,0.684279733061092
18,10,0.01763210028926334,0.013813157886131286,0.028915848551492297,0.9136731899465772,0.8684627575277337,0.5174418604651163,0.8317757009345794,0.3755274261603376,0.5018749856500607,0.8611320366368221,0.6767590555048495
19,10,0.007007812049241814,0.03930809283747072,0.024409979181922798,0.8958172137548275,0.8692551505546752,0.5272206303724929,0.8214285714285714,0.3881856540084388,0.5063141300372901,0.8564886281774211,0.6829065404426116
