# {'class_weight': 'balanced'},main_metric=mcc
,C,var_threshold_continuous,var_threshold_discrete,var_threshold_fingerprint,corr_threshold,val_accuracy,val_f1,val_precision,val_recall,val_mcc
0,1.320336186204563,0.01584836962913919,0.006994600098686861,0.023191445619770927,0.8386721781132883,0.8534072900158478,0.6516007532956685,0.5884353741496599,0.729957805907173,0.5653424813766876
1,2.8570237044934914,0.012591390461071302,0.007785714911416238,0.039577481871371445,0.9232418533807527,0.8652931854199684,0.6666666666666666,0.6227106227106227,0.7172995780590717,0.5850719683787433
2,0.9688397201315828,0.02917215524034249,0.03403424482315021,0.005856311556453232,0.8759491609882684,0.8597464342313788,0.6654064272211719,0.6027397260273972,0.7426160337552743,0.5829305406921774
3,1.1058104754678832,0.01851184847214749,0.03385221471841767,0.021881924159057146,0.9403101760880135,0.8502377179080824,0.6519337016574586,0.5784313725490197,0.7468354430379747,0.5658812541264456
4,3.716140102100855,0.010268945782931901,0.04874303691338686,0.043363398538273215,0.8569356118420917,0.8684627575277337,0.6584362139917695,0.642570281124498,0.6751054852320675,0.5773152110320461
5,2.8128562515245323,0.025374647623356256,0.03546672495232474,0.010006779294881587,0.9593358741923524,0.8748019017432647,0.6708333333333334,0.6625514403292181,0.679324894514768,0.5936195488407323
6,1.0863813011911514,0.04295031104559257,0.009124302776471034,0.006944750897743775,0.8542360202440933,0.8621236133122029,0.6653846153846154,0.6113074204946997,0.729957805907173,0.5830275412142267
7,0.21862253886272426,0.002010791618977082,0.03927318992691651,0.013727577533110926,0.877799031810998,0.8232963549920761,0.614853195164076,0.52046783625731,0.7510548523206751,0.5193461614732799
8,3.6474318568003667,0.03229857539511763,0.047724446455318564,0.015422469010565047,0.8993377542471478,0.8748019017432647,0.6638297872340425,0.6695278969957081,0.6582278481012658,0.5869456539399619
9,3.743071174775249,0.03635647448570346,0.02966298423893717,0.03643442390689136,0.8306112833167433,0.8708399366085579,0.6625258799171843,0.6504065040650406,0.6751054852320675,0.5828520942755117
10,2.944705777445271,0.005827869762481487,0.03922758062112131,0.002953130113047298,0.9044003449872976,0.8874801901743264,0.6858407079646017,0.7209302325581395,0.6540084388185654,0.6185926751261607
11,2.5591549190455254,0.0033282901628747426,0.04263911448772501,0.00483308664142263,0.9271356423134687,0.881933438985737,0.6781857451403888,0.6946902654867256,0.6624472573839663,0.6061972838023205
12,2.5878020920626517,0.004333651721792515,0.035761066551212244,0.005976384097167304,0.8786506484583616,0.8779714738510301,0.673728813559322,0.676595744680851,0.6708860759493671,0.5986898695354252
13,2.30794897913298,0.0024162573949255643,0.04035287802385409,0.0040657705978963295,0.8834430890103115,0.881933438985737,0.6809421841541756,0.691304347826087,0.6708860759493671,0.60862950780884
14,2.006583019954327,0.0006927384329798671,0.03880709151141542,0.00021442576001816098,0.9259415611039189,0.8858954041204438,0.6923076923076923,0.7012987012987013,0.6835443037974683,0.6223599950453502
15,1.7756538822217147,0.0025677378154303158,0.03869377287142651,0.00034583724738018745,0.8901066476787298,0.8851030110935024,0.6934460887949261,0.6949152542372882,0.6919831223628692,0.6227513645000914
16,0.24692262184743038,0.0025775512574136967,0.04172744582279303,0.001563924658827787,0.89843915954788,0.8335974643423137,0.6315789473684211,0.5405405405405406,0.759493670886076,0.5407498369730399
17,1.8184666582278184,0.0019965092941947762,0.025871046589177913,0.00176270469150891,0.8781349772244209,0.884310618066561,0.690677966101695,0.6936170212765957,0.6877637130801688,0.6195378546172381
18,1.868347693305303,0.003387644687790737,0.04714256849430674,0.0005915392059442638,0.9018602666298493,0.8851030110935024,0.6908315565031983,0.6982758620689655,0.6835443037974683,0.6203349745473483
19,1.5198798389940014,0.0021614570564925223,0.012985735388514866,0.00015307370079396536,0.9586706863658083,0.8835182250396196,0.6969072164948453,0.6814516129032258,0.7130801687763713,0.625105301340846
