# fix_model_params={'objective': 'binary:logistic', 'eval_metric': 'aucpr'}
# main_metric=mcc
# model_params=[Integer(low=5, high=50, prior='uniform', transform='identity'), Real(low=0.01, high=0.2, prior='uniform', transform='identity'), Real(low=0.5, high=1, prior='uniform', transform='identity'), Real(low=3.140197789412449, high=10, prior='uniform', transform='identity'), Real(low=0.5, high=1.0, prior='uniform', transform='identity'), Real(low=0.5, high=4.0, prior='uniform', transform='identity')]
# preprocessing_params=None
,max_depth,eta,subsample,scale_pos_weight,colsample_bytree,lambda,var_threshold_continuous,var_threshold_discrete,var_threshold_fingerprint,corr_threshold,val_accuracy,val_f1,val_precision,val_recall,val_mcc,val_roc_auc_score,val_average_precision_score
0,35,0.019294375275387278,0.9374985658202224,8.486606332263005,0.9852739997233859,2.0868361309739796,0.03867311524580432,0.01626847497592964,0.021371936427126523,0.9769264717201719,0.8700475435816165,0.6495726495726496,0.658008658008658,0.6413502109704642,0.5698927903754348,0.8874220438406916,0.7318662401418873
1,11,0.01771001092288703,0.694105460582989,4.2953527638135505,0.9193145615245915,0.5555978196698769,0.046183024306546555,0.010013218762500282,0.023378535725133202,0.8795221555129152,0.8700475435816165,0.651063829787234,0.6566523605150214,0.6455696202531646,0.5712579690961084,0.8928064217351036,0.7331266081127167
2,7,0.12550343215239257,0.7256553791683619,4.330788579803387,0.9403959331336154,3.668519625051656,0.021292250648136234,0.01251802857381861,0.03127435668510179,0.9741063150621649,0.873217115689382,0.6707818930041154,0.6546184738955824,0.6877637130801688,0.5926098809150282,0.895107543480498,0.7541486431796536
3,35,0.059630492683236926,0.7389871864834243,6.016465403031997,0.5472366569567253,3.9721311174412146,0.020614867882851,0.0441599079889922,0.026999817106071376,0.9203130804102986,0.8851030110935024,0.6666666666666667,0.7323232323232324,0.6118143459915611,0.6014558029088566,0.8980796542142636,0.7508115388677654
4,27,0.05137454963784835,0.9079130265927613,3.996335524197062,0.9336004829406125,0.611389965855584,0.043386179703194576,0.04315417464758785,0.026435802331917956,0.8830129296872481,0.8890649762282092,0.6601941747572815,0.7771428571428571,0.5738396624472574,0.6054769685407398,0.894263661623958,0.7452651909037075
5,21,0.12479029952157908,0.5273484503868527,5.724695100421087,0.8374448558662715,1.9792785206698256,0.03070127036872777,0.018845144547251006,0.04728153876163637,0.9839448688492525,0.8771790808240888,0.6352941176470589,0.7180851063829787,0.569620253164557,0.5680830077756354,0.8909828136256046,0.7332049923516996
6,25,0.13387140342887097,0.859999224086111,3.3611070511962784,0.8098597014645047,2.2486836087794018,0.03512484782490875,0.007242527949095525,0.019740856103009047,0.9335563372513742,0.8906497622820919,0.6600985221674877,0.7928994082840237,0.5654008438818565,0.6092356326178021,0.8950540290213028,0.7458888056820179
7,29,0.1324872228179802,0.765679848379446,6.149752218362575,0.5678079281970854,3.2548263779783024,0.03748950573947676,0.0471678734534418,0.02113545004129827,0.8979399021097669,0.8898573692551506,0.6682577565632458,0.7692307692307693,0.5907172995780591,0.611149142904273,0.893419779767418,0.7471608570164583
8,27,0.12994836725777217,0.7913142426843582,7.0533559304759645,0.7199437910020228,2.665174989679025,0.029702711165353102,0.0011376820570100311,0.017488020546858767,0.9758614293421594,0.8827258320126783,0.655813953488372,0.7305699481865285,0.5949367088607594,0.5905152632603117,0.8873849953689411,0.7299470244781308
9,12,0.1576924325975717,0.6620570543482526,7.5208077111808915,0.7768491132406503,3.887397233249391,0.02080890717001294,0.020290395850807795,0.03390983389342663,0.8401931270026662,0.8763866877971473,0.6533333333333332,0.6901408450704225,0.620253164556962,0.5795971814829175,0.8898013790264485,0.7363004461075552
