# fix_model_params={'verbose': 0, 'auto_class_weights': 'Balanced'}
# main_metric=mcc
# model_params=[]
,var_threshold_continuous,var_threshold_discrete,var_threshold_fingerprint,corr_threshold,val_accuracy,val_f1,val_precision,val_recall,val_mcc,val_roc_auc_score,val_average_precision_score
0,0.028309348541264035,0.005351305284664688,0.041025261972255964,0.9887597482132952,0.8637083993660856,0.6600790513833993,0.620817843866171,0.7046413502109705,0.5770765399460662,0.8930040135844396,0.7518968990961189
1,0.02270966235359117,0.01108386503357324,0.02303140967047654,0.9063220634441058,0.8629160063391442,0.6640776699029125,0.6151079136690647,0.7215189873417721,0.581556525429841,0.898351343007101,0.7578859943512603
2,0.03379166229303818,0.013977187647776093,0.028519033218028417,0.8978268118600653,0.8637083993660856,0.6679536679536678,0.6156583629893239,0.729957805907173,0.5863336593068658,0.9019203457857363,0.7597583424156813
3,0.02599777460385269,0.029586067226059644,0.020784991643993243,0.9246552995915924,0.8637083993660856,0.6640624999999999,0.6181818181818182,0.7172995780590717,0.5816849324094825,0.8990593804672224,0.7583612880066698
4,0.0007582771631015063,0.0012542315298249898,0.008231059690486738,0.9448941316348156,0.8621236133122029,0.6666666666666667,0.6105263157894737,0.7341772151898734,0.5846024251325094,0.8999526602860966,0.7561538681231029
5,0.03710159060756692,0.026254953808439483,0.02129066560467231,0.8299227884593692,0.8629160063391442,0.6653771760154739,0.6142857142857143,0.7257383966244726,0.5831145984999636,0.8995286611093959,0.7555839329035123
6,0.005557749459211693,0.03788936202774201,0.04394714801711866,0.8107377616984266,0.8676703645007924,0.6693069306930692,0.6305970149253731,0.7130801687763713,0.5887147761630588,0.8910280950910775,0.7509838422894592
7,0.012324950255205617,0.03764718133613778,0.04307824139520551,0.9882194603947075,0.8645007923930269,0.6600397614314115,0.6240601503759399,0.70042194092827,0.5772750436492406,0.8946176803540188,0.7539995491352662
8,0.0032872967228818667,0.0289495356166296,0.004856939058742572,0.8330248116824216,0.866877971473851,0.676923076923077,0.6219081272084805,0.7426160337552743,0.5976210572701394,0.8980714212205413,0.756721458780796
9,0.03224042271016187,0.014843762749401676,0.04687189157904843,0.8796861349757646,0.8573692551505546,0.6428571428571429,0.6067415730337079,0.6835443037974683,0.5556787073865392,0.8895914376865287,0.7510115620857174
10,0.002180316106181563,0.020070267763231373,0.04611672474232873,0.8275533925152398,0.8557844690966719,0.6403162055335969,0.6022304832713755,0.6835443037974683,0.5523055998364093,0.8885293814963465,0.7453091223855071
11,0.004702593949370544,0.04176923391928794,0.03577067816814101,0.8309523745110268,0.8629160063391442,0.6574257425742575,0.6194029850746269,0.70042194092827,0.5738320012097773,0.8977297519810641,0.7537586580183867
12,0.005622370247805959,0.02164753856207679,0.0292790397178558,0.8227085398130313,0.8708399366085579,0.6797642436149313,0.6360294117647058,0.729957805907173,0.6015797631413882,0.8995204281156735,0.7600930466612962
13,0.001597340322822938,0.018394865248097712,0.03096453655950458,0.851258172021777,0.8645007923930269,0.6640471512770137,0.6213235294117647,0.7130801687763713,0.5818427608644274,0.9000514562107647,0.7571680974960652
14,0.003089441428841811,0.020675700817320744,0.03295646202143228,0.8165329503569211,0.8605388272583201,0.6521739130434783,0.6133828996282528,0.6962025316455697,0.5671681639022035,0.8964165894823505,0.7561866675308379
15,0.0057686182230705825,0.016994413439140897,0.029537806954999947,0.8079191980019533,0.8676703645007924,0.6757281553398058,0.6258992805755396,0.7341772151898734,0.5962432366899959,0.9007841926520531,0.7635279213628471
16,0.007544959242475331,0.018251005978105743,0.03025293658366149,0.8201926041002314,0.8605388272583201,0.65625,0.610909090909091,0.7088607594936709,0.5718555026943448,0.8976927035093136,0.7577459512124762
17,0.005338947269723405,0.021367868382526856,0.02788328785073598,0.8142388376819399,0.8613312202852615,0.6561886051080551,0.6139705882352942,0.7046413502109705,0.5719742597259471,0.9001543686322939,0.7594526078264379
18,0.005316926115823096,0.02136410244434927,0.02758476588303132,0.8056395841165181,0.8684627575277337,0.6770428015564204,0.628158844765343,0.7341772151898734,0.5979357985951874,0.9000102912421529,0.7580646432550388
19,0.003993401512862344,0.020275845039373578,0.02820707008606369,0.808103156937813,0.8676703645007924,0.6693069306930692,0.6305970149253731,0.7130801687763713,0.5887147761630588,0.899145826901307,0.7615019273706356
