# fix_model_params={'verbose': 0}
# main_metric=mcc
# model_params=[Integer(low=4, high=12, prior='uniform', transform='identity'), Real(low=2.0, high=10.0, prior='uniform', transform='identity'), Real(low=1, high=6, prior='uniform', transform='identity')]
# preprocessing_params=None
,max_depth,l2_leaf_reg,scale_pos_weight,var_threshold_continuous,var_threshold_discrete,var_threshold_fingerprint,corr_threshold,val_accuracy,val_f1,val_precision,val_recall,val_mcc,val_roc_auc_score,val_average_precision_score
0,4,2.608608835649102,1.3170620749830062,0.029909598412672673,0.024591020671310054,0.047951580002036,0.9038673352203758,0.8553719008264463,0.8542880932556204,0.8382352941176471,0.8709677419354839,0.7113461941349118,0.9315141523748595,0.9284697447677364
1,7,9.919008673832902,2.895592354448804,0.0035228672459280026,0.02265944418486606,0.02339494995104011,0.8753874540667917,0.8388429752066116,0.8470588235294118,0.7871720116618076,0.9168081494057725,0.6876560319152408,0.9352214102343283,0.9316904112834138
2,4,7.28922314240779,5.825389090351402,0.010429635871315887,0.033707822000792205,0.005309458029670673,0.8286556218351357,0.7859504132231405,0.8156583629893238,0.7022058823529411,0.9728353140916808,0.6202733224722765,0.9274842865305698,0.9208344332343181
3,4,6.30023934555444,2.9593185568952434,0.010268867793640188,0.007388625473764244,0.0053226104015003505,0.9057402050622353,0.8214876033057851,0.8373493975903615,0.7523680649526387,0.9439728353140917,0.6655909045017284,0.9305326585905312,0.9241921970315268
4,9,8.218859856784674,5.362811281382418,0.0020057708111038855,0.0039019892133365826,0.013657423985131248,0.876612067115546,0.828099173553719,0.842185128983308,0.7613168724279835,0.9422750424448217,0.6762056553371444,0.9355904956406913,0.9330862201387888
5,10,8.328449546032479,5.908105322111891,0.0372059478297582,0.00834701382251007,0.007869541248987474,0.8846940393279861,0.8380165289256198,0.8515151515151514,0.7688098495212038,0.9541595925297114,0.6970641800515156,0.9378979629219535,0.9347528401918656
6,8,3.7817247019986495,3.0369776122681693,0.010258217717441738,0.016093753533513246,0.030936143197607326,0.8415501232122389,0.8462809917355372,0.8516746411483254,0.8030075187969925,0.9066213921901528,0.698873330552554,0.93686725775011,0.933906976405941
7,12,7.233506115634659,2.1365689702645136,0.0351044428892268,0.031000215470148647,0.044923454766422635,0.8596773497989564,0.8553719008264463,0.855729596042869,0.8317307692307693,0.8811544991511036,0.7121746015935263,0.9382643143623435,0.9379896831910635
8,4,8.696979817596404,4.59459244811789,0.04463429374127981,0.018130776418663827,0.006857717352244665,0.9380693526876436,0.8,0.8243831640058056,0.7198986058301647,0.9643463497453311,0.6385018563965474,0.9295074213506338,0.924972727421323
9,12,4.227448257331659,2.8530189013864975,0.03893220642210148,0.026401295606405112,0.021564315506187363,0.9139298946405009,0.8570247933884297,0.8592351505288853,0.825,0.8964346349745331,0.7170307811866241,0.9397789315114182,0.938737229335177
10,4,4.22998871761018,3.158302198937559,0.031091050981451495,0.03339819568324198,0.039361056297402774,0.9686244180775835,0.8190082644628099,0.8342165026495079,0.7527322404371585,0.9354838709677419,0.6584643953461877,0.9286544239670393,0.9237974896405975
11,10,4.458434735166806,1.2475494616446468,0.04718188600347023,0.04955810749383711,0.004813182671979528,0.8005595555261525,0.8628099173553719,0.8602693602693602,0.8530884808013356,0.8675721561969439,0.725647036312421,0.9414575866188769,0.9409799392920293
12,7,2.5111626747322955,1.2612280578148396,0.047375276313483365,0.03881385697508031,0.006074415531657003,0.8263901354003624,0.8661157024793389,0.8640939597315436,0.8540630182421227,0.8743633276740238,0.7324041484287138,0.9413345581500893,0.939189529226877
