# fix_model_params={'objective': 'binary:logistic', 'eval_metric': 'aucpr'}
# main_metric=mcc
# model_params=[Real(low=0.01, high=1.0, prior='uniform', transform='identity'), Integer(low=100, high=10000, prior='uniform', transform='identity'), Integer(low=128, high=1024, prior='uniform', transform='identity'), Integer(low=5, high=50, prior='uniform', transform='identity'), Integer(low=1, high=10, prior='uniform', transform='identity'), Real(low=0.5, high=1, prior='uniform', transform='identity'), Real(low=1, high=10, prior='uniform', transform='identity'), Real(low=0.5, high=1.0, prior='uniform', transform='identity'), Real(low=0.5, high=4.0, prior='uniform', transform='identity'), Real(low=0.5, high=4.0, prior='uniform', transform='identity')]
# preprocessing_params=None
,learning_rate,n_estimators,max_bin,max_depth,min_child_weight,subsample,scale_pos_weight,colsample_bytree,lambda,alpha,var_threshold_continuous,var_threshold_discrete,var_threshold_fingerprint,corr_threshold,val_accuracy,val_f1,val_precision,val_recall,val_mcc,val_roc_auc_score,val_average_precision_score
10,0.3734950198376914,2734,191,11,6,0.9272694810226649,1.092541393839061,0.6752109315419561,0.5325310579341487,0.8406875264788776,0.028189564571729366,0.04903016614038092,0.019106139317198588,0.885737263313739,0.8111658456486043,0.798951048951049,0.7865748709122203,0.8117229129662522,0.6212888820224417,0.8832155980095724,0.8572883371567459
11,0.3823726964109106,378,514,13,1,0.8695033543917412,6.661018632530748,0.9839028463737001,3.2811968353714174,1.2796883301321271,0.02236575035540182,0.04261408298668293,0.00934728350115577,0.9857502910810514,0.8111658456486043,0.8073701842546064,0.7638668779714739,0.8561278863232682,0.6272605059593594,0.887831003484604,0.8571570853678433
12,0.2622461188861001,5636,413,9,6,0.8595029255265909,6.410738659395438,0.7112452006237246,1.1969404354815165,1.309785334779621,0.02266268563054886,0.037408603922177895,0.00509581223872851,0.9855547546790804,0.8013136288998358,0.79421768707483,0.7618270799347472,0.8294849023090586,0.6048643284310709,0.883417623689884,0.8531611683240694
13,0.621022247119886,6393,728,12,1,0.9156048262653317,8.519591437895702,0.7905823196968136,3.2461266190818785,0.8486994008025259,0.012550929399247526,0.0229199219450716,0.009386004595036359,0.8872262679541943,0.8013136288998358,0.7956081081081082,0.7584541062801933,0.8365896980461812,0.605964004532617,0.8677938524534595,0.8266104069476389
14,0.752074222691093,4315,154,29,8,0.9943605317323072,8.619986167134513,0.9200289857160309,3.761782312136773,0.6833551637056221,0.035878636711065,0.042515941786832295,0.018095141930280126,0.9997859314985071,0.8029556650246306,0.7989949748743719,0.7559429477020603,0.8472468916518651,0.6107823459782855,0.8778897129608288,0.846970168160377
15,0.6099965789355855,3851,403,8,8,0.9360356501652934,5.249579752924917,0.562894912946558,3.9310363078101687,1.9490948785966624,0.029418342578661345,0.04074547011643395,0.0016468691209147181,0.8449431141059022,0.8004926108374384,0.7938931297709925,0.7597402597402597,0.8312611012433393,0.603617569414548,0.8810489064851599,0.85183723753378
16,0.9626159782103803,1779,504,7,7,0.9765262579108412,8.154621279344017,0.6664481262536274,3.655026327312845,1.037527284840182,0.0271278840088267,0.0022011445928379896,0.03378887493709014,0.8917505801940072,0.7980295566502463,0.7915254237288135,0.7568881685575365,0.8294849023090586,0.5988135252517287,0.8793825335918538,0.8453767130880551
17,0.4485861517714478,4579,439,15,4,0.9161135295050546,5.0093758752551985,0.7287134893214307,2.988114633624739,0.564159663628891,0.03236949628135061,0.03308481125786044,0.047094085551193494,0.9990284657099898,0.8119868637110016,0.8047740835464621,0.7737704918032787,0.8383658969804618,0.625886597789938,0.8803763914688214,0.8472534967265429
18,0.4967492277704127,2581,316,24,5,0.9114650444054173,4.542593138815146,0.8206169776452298,2.1898501258403433,1.8965470304962495,0.048513949986716494,0.018654728859263347,0.032513637717376094,0.9308906441161492,0.7972085385878489,0.7897872340425531,0.7581699346405228,0.8241563055062167,0.5965004321863261,0.8781947852968693,0.8512911528479891
19,0.2046334612167955,3482,391,10,5,0.9005945258000128,7.554726382514615,0.5485335920794352,3.766668175050523,1.0941693770974585,0.009214786844068209,0.039938536759005966,0.019795906334909623,0.8353834713190226,0.8152709359605911,0.8117154811715481,0.7674050632911392,0.8614564831261101,0.6356626664296454,0.8885997857714262,0.858607120359987
20,0.3756342095062062,2429,285,20,6,0.9313254158698925,8.490967642822811,0.530750709960641,3.2391680126048983,0.978044310626166,0.049964293662927546,0.031470622953286134,0.03493021889911493,0.853380288894296,0.8029556650246306,0.797979797979798,0.7584,0.8419182948490231,0.6098478837135816,0.882282754599813,0.8513765462661714
21,0.30675983043913124,3161,678,5,5,0.9467268161239644,6.2325746607303385,0.7798346020295153,2.839869009907258,1.0489595023401728,0.02640827943238963,0.043247719646932116,0.03134729829359302,0.948155177812392,0.8004926108374384,0.7949367088607595,0.7572347266881029,0.8365896980461812,0.6044617335498519,0.8848168888045232,0.8547584520401463
22,0.30402712753025,3845,469,10,6,0.7025136514043364,6.8446476791363065,0.5501154584404293,3.2109397088051757,1.2378498639463038,0.017275493640898903,0.03226899032224194,0.004538042975159235,0.8223774380749592,0.8013136288998358,0.7966386554621849,0.7559808612440191,0.8419182948490231,0.6068577939694798,0.8791886431738372,0.8465508355600238
23,0.018665271266098148,3211,341,12,7,0.8456733282177292,6.30334890884075,0.9651576279968423,3.9443471989840035,0.7167891208595297,0.030887616469647446,0.028661354347563207,0.023050060868253508,0.9040095997034502,0.8119868637110016,0.8102734051367025,0.7593167701863354,0.8685612788632326,0.6311580240554886,0.8948544465987824,0.8687887261688212
24,0.032619092334628626,4614,547,13,6,0.9412482204142616,2.1807728769182075,0.8790312004068668,3.71924469150383,3.090766072308793,0.0405333857795199,0.029224608740185988,0.02473478873409733,0.8126741349648454,0.812807881773399,0.8051282051282052,0.7759472817133443,0.8365896980461812,0.6271627234697457,0.8942063373693274,0.867156380728885
25,0.3309638604630085,4071,370,19,9,0.9323823298217555,6.637119806393662,0.5910631658047935,3.9579075510967257,2.094124085641563,0.028954254077997493,0.009781544030864944,0.0152798671723018,0.929895478064262,0.7996715927750411,0.7935702199661591,0.7576736672051696,0.8330373001776199,0.6023853218600524,0.8840521741488483,0.8531869116721282
26,0.25374045235668435,4135,951,15,6,0.8619834105644475,4.422607192128092,0.9060732233186375,3.9630139335974843,1.9460639456649924,0.044524654211822154,0.03474100650691911,0.011927281648097612,0.9066367121211257,0.8152709359605911,0.8081841432225063,0.7770491803278688,0.8419182948490231,0.6324735684561106,0.8886282591894566,0.8561063840651607
27,0.19131824657329582,1176,258,11,2,0.9268518180524483,5.174378386690817,0.5576417051231491,3.8530568687539533,3.3863342541929318,0.04671921848964614,0.04323239014241641,0.014894702045963524,0.8223118944510216,0.8144499178981938,0.8122923588039868,0.7628705148205929,0.8685612788632326,0.6355598845394036,0.8946185239922443,0.8670378861685568
28,0.3541946360902849,4122,948,7,6,0.8992251072373068,1.1612725987225105,0.6922937720077503,3.958029408124546,3.7382825346779,0.04249289517395435,0.0029727192869620006,0.010781331438940868,0.8620467465064858,0.8160919540229885,0.8062283737024222,0.7858347386172007,0.827708703374778,0.6322231556904053,0.8829878106653289,0.8506220469274256
29,0.24917204529793796,1912,183,13,9,0.7945707532213514,4.757748159472781,0.7344207136414083,3.9879150037693383,3.4775003510988514,0.04903801147185596,0.044630580083068215,0.006497216320988415,0.894617577649346,0.8103448275862069,0.8060453400503779,0.7643312101910829,0.8525754884547069,0.6251355055605083,0.8837064255013355,0.8560125054751951
30,0.45818394685059505,4401,289,8,2,0.9085471205175065,7.167934887784259,0.844153802261052,3.8018458535983894,1.0791323755583209,0.04219958714984159,0.02917222572282622,0.01579157767341264,0.9489475785300565,0.8045977011494253,0.7983050847457627,0.7633711507293355,0.8365896980461812,0.6119885856307403,0.8801513158786761,0.8460772659852016
31,0.2584104266037609,3190,1015,10,10,0.9199582669720413,6.5045854683827296,0.5829477884253939,3.7521961947635534,1.8448110248909888,0.0411316485107035,0.031512726009507365,0.019967380425808492,0.8613282807326541,0.812807881773399,0.8087248322147651,0.766295707472178,0.8561278863232682,0.6302357472588793,0.8883340338698087,0.86197699025166
32,0.08002932394775389,6881,869,5,2,0.7910001459023412,1.4541065543608225,0.619606678553116,3.733858250055156,0.9764484385907424,0.03666974505068846,0.031162204161651975,0.02720999309217878,0.8179538868918014,0.8152709359605911,0.8031496062992125,0.7913793103448276,0.8152753108348135,0.6294552588430008,0.8903719170745598,0.8604778198539803
33,0.046619360016764574,9015,1023,39,5,0.9052187396880035,6.855433808608825,0.9622174693828918,3.887641693175242,0.6404673466885371,0.04434976072736019,0.047700068730732265,0.02155383231447487,0.8795309756430711,0.8177339901477833,0.8137583892617449,0.7710651828298887,0.8614564831261101,0.6401215223447734,0.892218621615392,0.8645987310802367
34,0.2865659683420996,8405,825,18,9,0.8226587754540006,5.44892488838228,0.8658213983434115,3.835074544647357,1.1168425063157692,0.0434758557034951,0.00930761636348096,0.003446199978824988,0.823759706051462,0.812807881773399,0.8071065989847717,0.7705977382875606,0.8472468916518651,0.6287367217846493,0.8824468157227502,0.8472076239040396
35,0.30083094998098087,9886,835,42,1,0.9815672071093882,7.804429325160615,0.7917653655953206,3.8604279638219365,0.9548115568017482,0.03817739059153354,0.03522801356560858,0.04467611164293232,0.8975775001671691,0.8087027914614121,0.8033755274261604,0.7652733118971061,0.8454706927175843,0.620932891163183,0.8867191843043672,0.8559591703177102
36,0.34675093907245474,8131,748,7,3,0.9845707849701433,7.4911244524609675,0.6275985964025476,3.6314062599598076,1.9386961300726455,0.04381527033747497,0.02483347684488228,0.00428135775087743,0.8421174048387625,0.819376026272578,0.8157453936348409,0.7717908082408875,0.8650088809946714,0.6437386659404333,0.888262172386208,0.8565877850799816
37,0.46599734856208924,4438,982,44,5,0.8888640265236685,3.831078971149295,0.5659762850126682,3.7068778553273827,2.2395116965066535,0.044051276618678324,0.032823142234677576,0.020150550025282498,0.8319404663661949,0.8087027914614121,0.8017021276595745,0.7696078431372549,0.8365896980461812,0.6195550781673077,0.8828413759440294,0.8481292713061753
38,0.020824694274450987,5420,488,8,2,0.9597254991060957,9.751478866000335,0.7506252564899983,1.2770046541465625,2.469889175426041,0.0455349105793573,0.041873721350083666,0.021709481216404855,0.8463435233903513,0.8111658456486043,0.812091503267974,0.7518910741301059,0.8827708703374778,0.6328939705762683,0.8967635214838717,0.8684683887815458
39,0.12989375020002958,9585,938,33,3,0.893405879531621,6.762563240942471,0.6021116204302077,2.7400506056096434,3.309112351015133,0.04713064779510287,0.04082343251652213,0.020901100341616366,0.8112880344556693,0.8226600985221675,0.8187919463087249,0.7758346581875993,0.866785079928952,0.6500072974306675,0.8942727753447317,0.8622564174886715
40,0.1182088087225637,8894,741,38,7,0.9163173195548864,9.202006502489624,0.854993905335756,1.1288654365077222,3.946117515891141,0.041908267145166864,0.04947774452566162,0.01577350061038346,0.8589414346797302,0.8185550082101807,0.8153717627401836,0.7697160883280757,0.866785079928952,0.6425865658718624,0.8929968950415578,0.8623404656888829
41,0.1331852728179364,8751,1016,37,7,0.948328522451503,3.393991655154736,0.6464276066272626,1.680644472536946,2.789238172027063,0.047545245032600804,0.04672527695025714,0.049859412004184624,0.8535948974713641,0.8160919540229885,0.8098471986417657,0.775609756097561,0.8472468916518651,0.6347721861192231,0.8880343850419645,0.8509471196220996
42,0.13885877709354705,8701,893,37,5,0.9291597552595215,5.808165441084283,0.9071995732785222,1.0747960595507051,3.7683111101387046,0.04550530086294315,0.00806084217567026,0.018019428782366762,0.9468931560325586,0.8160919540229885,0.8117647058823529,0.7703349282296651,0.8579040852575488,0.6365120777621498,0.8893848385828373,0.8587686317129033
43,0.1748979614861744,9847,346,41,7,0.8213864291582056,4.405946126619535,0.5942303159500018,2.261360008638344,2.297143553673294,0.0417351854840394,0.04272208513411929,0.013920979526463869,0.9105899528468082,0.8070607553366174,0.8006785411365563,0.7662337662337663,0.8383658969804618,0.6167923633280116,0.8866052906322455,0.8558644112316529
44,0.08459642094791887,9964,987,41,6,0.8411375240649366,7.059216416868345,0.9033735674610499,0.6436282522673252,3.662296815419456,0.019059109285734486,0.04966510827560512,0.025075304681564412,0.8272717893685076,0.8177339901477833,0.81438127090301,0.7693522906793049,0.8650088809946714,0.6407715481433145,0.8900519300909794,0.8604916727692288
45,0.12835064082468758,9839,578,33,4,0.8459897230385882,8.302193872490935,0.5628501022726404,2.980258245715607,3.022293481563093,0.004624347984773015,0.04573265034871878,0.033299306107710265,0.8316311975363089,0.8160919540229885,0.8120805369127516,0.7694753577106518,0.8596802841918295,0.6368262639828087,0.8897305872303499,0.8634316308377441
46,0.05439704379832485,9986,862,22,9,0.5218985776244316,6.778807274232756,0.6961269226525071,1.3059917575829307,3.1568176118256805,0.04622184252656486,0.043680791732052436,0.023670736872137686,0.8210006389452965,0.8054187192118226,0.8033195020746888,0.7538940809968847,0.8596802841918295,0.6175995095779544,0.8905183517958591,0.8590664631228985
47,0.17125076271046047,9460,907,11,4,0.9227932837061348,7.495992315853822,0.7121315581244876,0.8210145009209509,3.373295826830731,0.032770715809535333,0.03996670153179061,0.0016522558179890793,0.8221688160769406,0.812807881773399,0.8084033613445378,0.7671451355661882,0.8543516873889876,0.6299222369193342,0.894981899041395,0.867745358504459
48,0.24475891327530963,8952,951,38,5,0.8952632971046769,9.754974377997994,0.8659095163196584,2.50749887181111,3.1280774508420364,0.043438041358011575,0.04955356591411303,0.013683446564043985,0.8614959740093281,0.8152709359605911,0.8098055790363482,0.7725806451612903,0.8507992895204263,0.6338199595285925,0.8876181307879001,0.8573378488944262
49,0.11144734492232039,7716,904,50,2,0.9132402868352528,5.681498661548692,0.8583386540827074,1.667886523784255,3.06344505784715,0.018430622219214158,0.035973429835409014,0.04827248575467862,0.9263589236803031,0.8152709359605911,0.8098055790363482,0.7725806451612903,0.8507992895204263,0.6338199595285925,0.8908681680745191,0.8598472076309431
