# fix_model_params={'weights': 'distance'}
# main_metric=mcc
# model_params=[Integer(low=3, high=60, prior='uniform', transform='identity')]
# preprocessing_params=None
,n_neighbors,var_threshold_continuous,var_threshold_discrete,var_threshold_fingerprint,corr_threshold,val_accuracy,val_f1,val_precision,val_recall,val_mcc,val_roc_auc_score,val_average_precision_score
0,4,0.04133935136137568,0.027386921331244936,0.010252339300311004,0.9814735713829731,0.7454844006568144,0.7007722007722007,0.7674418604651163,0.6447602131438721,0.4877775091187461,0.8231258389489241,0.7862722530328236
1,54,0.02549789973351438,0.01108743488831719,0.029533513290508996,0.9779266147222415,0.7233169129720853,0.6456361724500524,0.7912371134020618,0.5452930728241563,0.4511805424096649,0.8329125594891054,0.7690967294075928
2,38,0.04474549728926164,0.0312975035767928,0.029386394353818936,0.9118229823013408,0.7257799671592775,0.651356993736952,0.789873417721519,0.5541740674955595,0.4552692498648982,0.8356487193741271,0.771623319656104
3,42,0.040526853173041,0.03603329443260457,0.02947629163125256,0.8189065671020981,0.7241379310344828,0.6455696202531646,0.7948051948051948,0.5435168738898757,0.45348823096515717,0.8358127804970645,0.7727001704077132
4,40,0.03326542796957099,0.023514105601237484,0.03717092644497038,0.9585725394164426,0.7298850574712644,0.663254861821904,0.782608695652174,0.5754884547069272,0.46110934088896216,0.8408322373327187,0.7828736131941385
5,31,0.01976383766480051,0.03573051922907806,0.04380604847412456,0.8044180369306781,0.7405582922824302,0.6889763779527559,0.7726269315673289,0.6216696269982238,0.4790753323457242,0.8420010033490164,0.7781471271931902
6,37,0.026087826171892335,0.009492739888257497,0.03295054070621946,0.8230394569201112,0.729064039408867,0.6569646569646569,0.7919799498746867,0.5612788632326821,0.4616336964338027,0.8356378723577347,0.7727282457058662
7,24,6.366170097542591e-05,0.011771522691710714,0.04855940109317792,0.830622923247577,0.7512315270935961,0.7061105722599418,0.7777777777777778,0.6465364120781527,0.4999487651087278,0.8406003823573279,0.78010726395191
8,32,0.039252090101915486,0.031183004012160804,0.0051503970516189445,0.9632859353546993,0.7003284072249589,0.5866364665911665,0.809375,0.46003552397868563,0.41563892352615683,0.8346575732512576,0.7766320835112426
9,45,0.0021874917081644743,0.04487319937246495,0.0027286406437333106,0.9078958592004389,0.6781609195402298,0.5288461538461539,0.8178438661710037,0.3907637655417407,0.37974344946702987,0.8334847396038128,0.7703904103299725
10,29,0.004338115459756249,0.004964942699965653,0.00294212389123022,0.8109080134592499,0.6954022988505747,0.574052812858783,0.8116883116883117,0.44404973357015987,0.40777306812092695,0.8370344257182759,0.7777245528363029
11,20,0.00017744557113842378,0.0024821362905973147,0.04690765214539021,0.8143546618261925,0.7602627257799671,0.7197696737044146,0.7828810020876826,0.6660746003552398,0.5177812117554231,0.8458191531191951,0.7852296514595682
12,30,0.0021692616401782334,0.008641010852347383,0.04762348102270297,0.8258276929616534,0.7528735632183908,0.7057673509286413,0.7847826086956522,0.6412078152753108,0.5039797021602591,0.8396133038656055,0.7767883797109018
13,7,0.002148089701420947,0.00946520240054304,0.021662375359669993,0.8674809279904682,0.7594417077175698,0.7135874877810361,0.7934782608695652,0.6483126110124334,0.5175665563138286,0.8504928613073366,0.8079512867439766
14,6,0.0026939992217753566,0.006848558098938674,0.01980534536625453,0.8514859670069285,0.7701149425287356,0.7343453510436432,0.7881873727087576,0.6873889875666075,0.5372823421715734,0.8427724973899366,0.8027662034282548
15,6,0.0006711746232756223,0.012078178564518113,0.012214116688056022,0.8608359926876241,0.7504105090311987,0.7013752455795677,0.7846153846153846,0.6341030195381883,0.4993291794125152,0.8385882608165091,0.7969220669846129
16,6,0.007977840128588194,0.005671323364587101,0.0076389376304980125,0.8516150320651672,0.7528735632183908,0.7051909892262488,0.7860262008733624,0.6394316163410302,0.5041570933011786,0.8420416796604884,0.7978946927356212
17,8,0.000748881521341166,0.025338305599504618,0.0033527229935130473,0.8481931276844556,0.7577996715927751,0.704112337011033,0.8087557603686636,0.6234458259325044,0.517119396133533,0.8467764023158378,0.8035736586367825
18,15,0.0006596059552318291,0.007988105533106806,0.003122152786832683,0.8410442937372181,0.7249589490968801,0.640171858216971,0.8097826086956522,0.5293072824156305,0.4586733210127665,0.8460482963404878,0.7986431466893752
19,7,0.0029898197896539754,0.049818903069446564,0.021937917105169416,0.9502832790157689,0.7553366174055829,0.7101167315175096,0.7849462365591398,0.6483126110124334,0.5086487488867311,0.8502799886106329,0.8082337707682677
