# fix_model_params={'verbose': 0}
# main_metric=mcc
# model_params=[Integer(low=4, high=12, prior='uniform', transform='identity'), Real(low=2.0, high=10.0, prior='uniform', transform='identity'), Real(low=1.0044411547002219, high=6, prior='uniform', transform='identity')]
# preprocessing_params=None
,max_depth,l2_leaf_reg,scale_pos_weight,var_threshold_continuous,var_threshold_discrete,var_threshold_fingerprint,corr_threshold,val_accuracy,val_f1,val_precision,val_recall,val_mcc,val_roc_auc_score,val_average_precision_score
0,8,3.2707974655972087,3.112323310024016,0.02818045690764756,0.02879642495848842,0.04652282086427476,0.8667936478218902,0.825,0.7597633136094676,0.7039473684210527,0.8251928020565553,0.6283627270704201,0.8959018935112483,0.7980775239898699
1,9,6.948745087257947,1.608158000888507,0.014621228610740241,0.013576416098165992,0.02070825610948313,0.93863408382461,0.8396551724137931,0.7669172932330827,0.7481662591687042,0.7866323907455013,0.6452974079125434,0.8997796071606,0.8061721345144891
2,4,2.458328827177901,3.257991430700881,0.02430411072511122,0.029900281284188784,0.02909999448444351,0.9294393438953228,0.8051724137931034,0.7511013215859029,0.6570327552986512,0.8766066838046273,0.6131199204732275,0.8899469523437996,0.7751165361189793
3,8,4.247032104741333,3.9728992358844297,0.03066161187478247,0.045485408958435614,0.032187196985222176,0.9876917065021518,0.8206896551724138,0.76036866359447,0.6889352818371608,0.8483290488431876,0.6281317300155717,0.8956851683287821,0.7913769791144276
4,6,2.1916093100325504,1.3663573561341653,0.02671007001872716,0.040910847638227874,0.011909560744462153,0.9347874744962718,0.8379310344827586,0.765,0.7445255474452555,0.7866323907455013,0.6420238530591408,0.897138894168092,0.7892806696850685
5,10,3.347377553713641,5.182185269953148,0.0006264516774586117,0.022085667640167804,0.02450029014514919,0.9874290575356583,0.8258620689655173,0.7651162790697675,0.6985138004246284,0.8457583547557841,0.6360123954693865,0.8964587105185067,0.7973250504310124
6,7,4.667954796285073,3.324472160372491,0.023822569306945717,0.04345759787047759,0.01879031388967982,0.8142477385965876,0.8267241379310345,0.7681660899653979,0.696652719665272,0.8560411311053985,0.640700714807533,0.8982025146789633,0.7974601062530168
7,5,4.754457124575842,3.4850168491220743,0.010172182186219006,0.02603418068036518,0.0406024523632656,0.9814125479243466,0.8163793103448276,0.7625418060200669,0.6732283464566929,0.8791773778920309,0.6317293670212781,0.8935412561391575,0.7849108788103457
8,7,9.048775990326245,3.9942126208990434,0.03604219569853535,0.03505067271692938,0.014854579458987813,0.9740586281031025,0.8146551724137931,0.7586980920314254,0.6733067729083665,0.8688946015424165,0.6252629748694877,0.8962886646061102,0.7809620514421998
9,9,9.178820633289284,4.848247018268678,0.0342142584656824,0.011585004632766523,0.0024555103938298023,0.9008225026949894,0.8120689655172414,0.7566964285714286,0.6686390532544378,0.87146529562982,0.6220584274301453,0.8955384620514204,0.7897765798339625
10,7,6.0614390732306305,2.883124873979087,0.0228070493402874,0.01778726062921339,0.018554265989871675,0.8522408514055615,0.825,0.7631271878646442,0.6987179487179487,0.8406169665809768,0.6329635160562388,0.9002664052627544,0.8005616087770367
11,6,3.5317486533824085,1.864011328194802,0.02663184465233384,0.04801900636414144,0.015527314126975519,0.9346647179192451,0.8353448275862069,0.7673568818514007,0.7291666666666666,0.8097686375321337,0.6425870651113632,0.8975723445330237,0.7907836699424295
12,10,9.361528371411676,1.3223075542551637,0.02428873369067732,0.02906510187087169,0.012027198495747479,0.9095596949818644,0.843103448275862,0.7678571428571428,0.7620253164556962,0.7737789203084833,0.6494214272329523,0.8985792830730965,0.8033682144994976
13,11,7.296670047925206,1.293124921069845,0.027001377481308014,0.030098436298497584,0.036053473346714396,0.8967813208996258,0.8353448275862069,0.7529107373868046,0.7578125,0.7480719794344473,0.6294833292353484,0.8935745984749215,0.7955936605423856
14,6,8.832073062586165,1.4466256257534815,0.02399326707200759,0.027559069939576956,0.032890400961915665,0.9290068027504587,0.8362068965517241,0.7630922693266833,0.7409200968523002,0.7866323907455013,0.6387665854318358,0.8966254221973268,0.7968646132003732
15,11,2.217078025977341,2.1710489206325674,0.024646984545341304,0.029045517214143883,0.019487987997532496,0.9345104408858855,0.8344827586206897,0.7593984962406015,0.7408312958435208,0.7789203084832905,0.633831838398068,0.8950249900806551,0.7976881315365776
16,10,9.537252875325123,1.3852899226145372,0.0343607315086175,0.02105536868644595,0.011174798707570113,0.8151968234072834,0.8293103448275863,0.7474489795918368,0.7417721518987341,0.7532133676092545,0.6185954593818906,0.8941614235843677,0.7913741077265565
17,12,9.657973176833838,1.1952875207063376,0.025744954045677487,7.339436267506662e-05,0.006228248087458861,0.8417382107619187,0.8387931034482758,0.7593307593307593,0.7603092783505154,0.7583547557840618,0.6381397737572733,0.8955584674528788,0.7993387321254674
