# fix_model_params={'class_weight': 'balanced'}
# main_metric=mcc
# model_params=[Real(low=0.1, high=4.0, prior='uniform', transform='identity')]
# preprocessing_params=None
,C,var_threshold_continuous,var_threshold_discrete,var_threshold_fingerprint,corr_threshold,val_accuracy,val_f1,val_precision,val_recall,val_mcc
0,3.238180539094982,0.046410056544607364,0.03437809916548152,0.0025741761911542652,0.9111074808691537,0.8318965517241379,0.7577639751552795,0.7331730769230769,0.7840616966580977,0.6301033893755076
1,3.879828457257186,0.0014526926658805952,0.04144059366783792,0.019133416865137014,0.9063520257864752,0.8370689655172414,0.7663782447466008,0.7380952380952381,0.7969151670951157,0.6426888666002033
2,0.8597099474707312,0.0065601712878161755,0.008488778355304835,0.014624116525392559,0.8039818899399067,0.825,0.7642276422764228,0.6970338983050848,0.8457583547557841,0.6345533854319089
3,0.9098444365581709,0.03661617580064701,0.03506638249696875,0.01642117720091457,0.9372325376581394,0.8301724137931035,0.7695906432748539,0.7060085836909872,0.8457583547557841,0.6433530215416915
4,1.4134105968549204,0.03307586626674073,0.0062302020560321535,0.046158393163236285,0.9375262733630099,0.825,0.7642276422764228,0.6970338983050848,0.8457583547557841,0.6345533854319089
5,0.6806528207003055,0.01990472647498773,0.03592058737377828,0.04448455187207978,0.9592072717339148,0.8025862068965517,0.7394766780432309,0.6632653061224489,0.8354755784061697,0.5939982661222397
6,2.6387442381570096,0.04007795102973561,0.03542644052341585,0.024452264174273118,0.8125169174911524,0.8344827586206897,0.7664233576642335,0.7274826789838337,0.8097686375321337,0.64101989279752
7,3.285088424135148,0.023605971815779423,0.03917738935111701,0.04432798025392046,0.8609469803317376,0.825,0.7551266586248492,0.7113636363636363,0.8046272493573264,0.6226237155571894
8,0.8554706130837706,0.020568167358830755,0.045232896364395425,0.03564508345332678,0.8904866900029641,0.8181034482758621,0.7566320645905421,0.6861924686192469,0.8431876606683805,0.6221517418424256
9,0.9778505259682012,0.012335734191968081,0.03465822048163136,0.035568542294702014,0.931765332212616,0.8206896551724138,0.76036866359447,0.6889352818371608,0.8483290488431876,0.6281317300155717
10,0.2939007826800069,0.019732721876122017,0.03972481171196334,0.02143423033480125,0.9441963011610119,0.8008620689655173,0.7389830508474577,0.6592741935483871,0.8406169665809768,0.5930115048286859
11,0.48099774886338753,0.04491344269483669,0.03772303322575032,0.005263399873988324,0.9710473786588089,0.8086206896551724,0.7436489607390301,0.6750524109014675,0.8277634961439588,0.601326134031491
12,1.1579980231046072,0.049495891874708826,0.0017453409094720488,0.007827348073758901,0.9801960150400699,0.8284482758620689,0.7644970414201184,0.7083333333333334,0.8303341902313625,0.6358395525607541
13,1.271951171108922,0.03712288919865711,0.033727743635790355,0.014549299994981748,0.976719724554921,0.8318965517241379,0.7703180212014135,0.7108695652173913,0.8406169665809768,0.6447991358066131
14,1.2091620480550753,0.039267130601670815,0.03872115606305681,0.011697783302501616,0.9945021124506761,0.8318965517241379,0.7692307692307694,0.7127192982456141,0.8354755784061697,0.6433163780510882
15,0.30008138864767075,0.036407039081421594,0.03487824686723381,0.014531615458443633,0.93551006236155,0.8025862068965517,0.7400681044267876,0.6626016260162602,0.8380462724935732,0.594893189499512
16,1.2198240916593648,0.01983872460959561,0.03904830026491675,0.012448858661246917,0.9860456269378596,0.8310344827586207,0.7694117647058824,0.7093275488069414,0.8406169665809768,0.6433086806694545
17,0.8481720788024989,0.04225839614861678,0.04964943393166595,0.01717879949796452,0.9790256378115025,0.8284482758620689,0.7677946324387398,0.7029914529914529,0.8457583547557841,0.640407578738734
18,0.7434576009389801,0.039569104211137844,0.017841341734133844,0.01924251211089364,0.9935664585126303,0.8232758620689655,0.7630057803468209,0.6932773109243697,0.8483290488431876,0.6324592352968311
19,1.2399973844600698,0.020419991218247144,0.04424190362571015,0.01040513140270545,0.9596558888630173,0.8310344827586207,0.7683215130023641,0.7111597374179431,0.8354755784061697,0.6418158574561499
