# fix_model_params={'weights': 'distance'}
# main_metric=mcc
# model_params=[Integer(low=3, high=60, prior='uniform', transform='identity')]
# preprocessing_params=None
,n_neighbors,var_threshold_continuous,var_threshold_discrete,var_threshold_fingerprint,corr_threshold,val_accuracy,val_f1,val_precision,val_recall,val_mcc,val_roc_auc_score,val_average_precision_score
0,23,0.014866958750779365,0.01717270467568111,0.019088159157291566,0.9357162826192521,0.7326565143824028,0.5511363636363635,0.8151260504201681,0.41630901287553645,0.4324418904320141,0.8509033255808376,0.7930337967731611
1,45,0.0031786507061165375,0.048831938456069104,0.006529396460237337,0.8975055529003081,0.7098138747884941,0.46489859594383787,0.8514285714285714,0.3197424892703863,0.38999673860918166,0.839933943942264,0.776754990799983
2,34,0.001063920998235979,0.012763612559953322,0.048099008181193455,0.8257335028192486,0.7309644670050761,0.5546218487394958,0.7983870967741935,0.4248927038626609,0.42614000697170584,0.8483048409139953,0.7797289792045049
3,28,0.0030315166074672334,0.008414366497103655,0.0020430282565674644,0.8761307677358163,0.7208121827411168,0.5059880239520959,0.8366336633663366,0.3626609442060086,0.41099131216015605,0.8460510226101134,0.7847774802588445
4,53,0.003838808098183095,0.026555376145821607,0.04838233011029781,0.9393114509459868,0.7309644670050761,0.5404624277456648,0.827433628318584,0.4012875536480687,0.4309910818475884,0.8489522142565996,0.7811530058854173
5,48,0.04606538828008218,0.015026978612591993,0.037018790654417245,0.8172336129440715,0.7157360406091371,0.5044247787610618,0.8066037735849056,0.3669527896995708,0.39447834028680145,0.835814431630182,0.7710801089575283
6,33,0.027644148799600466,0.0244391303194574,0.03963535736502785,0.8570776191270666,0.733502538071066,0.5493562231759657,0.8240343347639485,0.41201716738197425,0.4357791378258009,0.8427422255256911,0.7799971846579452
7,7,0.007445048213097084,0.0008013657513857965,0.04277145453833705,0.8574618500924646,0.7504230118443317,0.6279949558638084,0.7614678899082569,0.5343347639484979,0.4647144306421105,0.8437507492747021,0.7769186147746469
8,32,0.010143580311866875,0.02622321052553737,0.048697509787908516,0.8924824764558033,0.7368866328257191,0.5686546463245493,0.803921568627451,0.43991416309012876,0.4396804889679674,0.8517515045436017,0.7838361941149007
9,11,0.006471595969209127,0.0036585435822985186,0.041247530762989676,0.9888153250257984,0.7495769881556683,0.6175710594315246,0.775974025974026,0.5128755364806867,0.46370364896594396,0.8500641379144988,0.785166389719892
10,7,0.007718460849763505,7.473169768695277e-05,0.04042162708692878,0.8465889862037943,0.7504230118443317,0.626108998732573,0.7647058823529411,0.5300429184549357,0.46484980469900805,0.8403565348742418,0.7816019477792694
11,6,0.005955224462476412,0.001038089715401991,0.009200612738391513,0.8081312676051681,0.7707275803722504,0.6547770700636942,0.8056426332288401,0.5515021459227468,0.5118203944569927,0.8501210827918575,0.8057011245457332
12,6,0.018468902988004018,0.00494070179500939,0.011895305632530653,0.8075602929768723,0.7673434856175972,0.646074646074646,0.8070739549839229,0.5386266094420601,0.5047857999491845,0.8459715994916922,0.7989770335421416
13,7,0.047864423940078574,0.008888119985078997,0.009266079075095753,0.8121356259867416,0.7588832487309645,0.6264744429882045,0.8047138047138047,0.5128755364806867,0.4865781420712905,0.8474701488958688,0.8006868309563226
14,10,0.0003711666099070588,0.007596819790326627,0.0031664434748722497,0.8047070226672415,0.7597292724196277,0.6141304347826086,0.837037037037037,0.48497854077253216,0.4930038062786801,0.8565228858465006,0.8099939279142796
15,6,0.00610875861374638,0.0393725241800279,0.006087801430645819,0.8027235752801184,0.7656514382402707,0.6397919375812744,0.8118811881188119,0.5278969957081545,0.5017540500379456,0.8498873090848059,0.804251593720829
16,5,0.03750049730552398,0.042553253960334186,0.002733588835123852,0.8219802848458931,0.7690355329949239,0.646830530401035,0.8143322475570033,0.5364806866952789,0.5091790874678349,0.8489252403673244,0.8023232384916683
17,12,0.049570679463656876,0.005639297594588567,0.0035767869167855912,0.8009263635097141,0.7529610829103215,0.5944444444444443,0.84251968503937,0.4592274678111588,0.4799026145365962,0.8528184717193757,0.8052758444587806
18,6,0.005245847361082235,0.04453631712037074,0.001309282911507115,0.9481128251797439,0.7732656514382402,0.6537467700258398,0.8214285714285714,0.5429184549356223,0.5189196522982347,0.8519613014601867,0.798409201809483
19,3,0.009253644846219374,0.04944080036878164,0.007152979256742055,0.9675790638724387,0.772419627749577,0.6641697877652933,0.7940298507462686,0.5708154506437768,0.5144851259965469,0.8346980123240704,0.7794363787274678
