# class_weight=balanced
,max_depth,val_accuracy,val_f1,val_precision,val_recall,val_mcc,val_roc_auc_score,val_average_precision_score
0, 3,0.733502538071066,0.7138964577656677,0.6188976377952756,0.8433476394849786,0.4953005237326494,0.8302832857793656,0.7491950178717901
1, 4,0.7445008460236887,0.7239488117001828,0.6305732484076433,0.8497854077253219,0.5148785931899892,0.841977965329561,0.777555077343877
2, 5,0.7563451776649747,0.7303370786516855,0.6478405315614618,0.8369098712446352,0.5286769319369916,0.8520991680053709,0.7875650912554685
3, 6,0.7648054145516074,0.7397003745318352,0.6561461794019934,0.8476394849785408,0.5459920624330217,0.8626759297000502,0.8014134581714996
4, 7,0.766497461928934,0.7410881801125703,0.6583333333333333,0.8476394849785408,0.5486912096901938,0.8685172752775313,0.8067381197612697
5, 8,0.7842639593908629,0.7573739295908659,0.6803418803418804,0.8540772532188842,0.5795204977320697,0.8766903637279113,0.81559758448471
6, 9,0.7893401015228426,0.7603464870067372,0.6893542757417103,0.8476394849785408,0.585755710786638,0.8849293883520752,0.8301258577589364
7, 10,0.7952622673434856,0.7632093933463797,0.7014388489208633,0.8369098712446352,0.592417486353192,0.8867456302299375,0.832501990236836
8, 11,0.8121827411167513,0.7797619047619047,0.7250922509225092,0.8433476394849786,0.6230207585395655,0.8968698300045557,0.8463923844474173
9, 12,0.8155668358714044,0.7828685258964144,0.7304832713754646,0.8433476394849786,0.6288697749233534,0.8984642865705996,0.8450389290427045
10, 13,0.8155668358714044,0.7802419354838709,0.7357414448669202,0.8304721030042919,0.6257380339372701,0.9024893902702185,0.8545626554163147
11, 14,0.8206429780033841,0.7854251012145749,0.7432950191570882,0.8326180257510729,0.6352086742689864,0.9044135277051815,0.8543691330209541
12, 15,0.8164128595600677,0.7783452502553626,0.7426900584795322,0.8175965665236051,0.6243748472785923,0.9063946100175031,0.8608020741668011
13, 16,0.8257191201353637,0.7889344262295083,0.7549019607843137,0.8261802575107297,0.6429250124737801,0.9058011844534491,0.8608530432427596
14, 17,0.8401015228426396,0.8053553038105047,0.7742574257425743,0.8390557939914163,0.6716064047434027,0.908810271657036,0.8628105308514642
15, 18,0.823181049069374,0.7843137254901962,0.7554671968190855,0.8154506437768241,0.6361932992645452,0.9081269331287314,0.8615707428990964
16, 19,0.8341793570219966,0.7954070981210856,0.774390243902439,0.8175965665236051,0.6568606488799428,0.9071978324981418,0.8584137764577644
17, 20,0.8350253807106599,0.7966631908237748,0.7748478701825557,0.8197424892703863,0.6587969626660779,0.9131950272136571,0.8695139346112878
18, 21,0.8274111675126904,0.7870563674321504,0.766260162601626,0.8090128755364807,0.6428124417604586,0.9063676361282279,0.8568191630878467
19, 22,0.8324873096446701,0.7911392405063291,0.7780082987551867,0.8047210300429185,0.6516338516734037,0.9100900328482029,0.8663880124102223
20, 23,0.8358714043993232,0.7940552016985138,0.7857142857142857,0.8025751072961373,0.6577556152381485,0.9136955427146523,0.8728224443764638
21, 24,0.8384094754653131,0.7987355110642781,0.7846790890269151,0.8133047210300429,0.6641228848307611,0.9100360850696527,0.8668521877134645
22, 25,0.8392554991539763,0.7983014861995753,0.7899159663865546,0.8068669527896996,0.664815411627843,0.9124802191478649,0.8727835945870343
