# fix_model_params={'class_weight': 'balanced'}
# main_metric=mcc
# model_params=[Real(low=0.1, high=4.0, prior='uniform', transform='identity')]
# preprocessing_params=None
,C,var_threshold_continuous,var_threshold_discrete,var_threshold_fingerprint,corr_threshold,val_accuracy,val_f1,val_precision,val_recall,val_mcc
0,1.9836441334569932,0.04173072842926942,0.021019600581109216,0.031000134604444573,0.9064336080390664,0.823181049069374,0.7882472137791287,0.746641074856046,0.8347639484978541,0.6401985535552046
1,1.917310120951117,0.0367098981789656,0.025977152036186658,0.04908516315914259,0.9763868688088917,0.8248730964467005,0.7906976744186046,0.7476099426386233,0.8390557939914163,0.6441649629284608
2,1.0850499273950251,0.009792533458709575,0.04760911911618059,0.0024515471737990516,0.917887399836574,0.8358714043993232,0.8016359918200409,0.765625,0.8412017167381974,0.6643267094665911
3,0.5880488335177828,0.02014527612603557,0.00878344396794057,0.017949677899666002,0.9790356500011825,0.8181049069373942,0.7847847847847848,0.7354596622889306,0.8412017167381974,0.6327532040315942
4,1.4609642761210975,0.026871331284156613,0.013044807286220502,0.03112910803526584,0.9289090822054595,0.8214890016920474,0.7883650952858576,0.7401129943502824,0.8433476394849786,0.6391938512061919
5,2.309995553123411,0.003908078939028137,0.019293626364000758,0.0007038217086744237,0.8076719833762931,0.8477157360406091,0.8105263157894738,0.7954545454545454,0.8261802575107297,0.6836471797927949
6,2.012277063206113,0.04327832016434585,0.015067164177320406,0.019788081688197595,0.9335812421877886,0.8223350253807107,0.7843942505133471,0.7519685039370079,0.8197424892703863,0.6354990645660504
7,0.9743080322724355,0.0440238298916727,0.017239098599493335,0.000617256945367184,0.8015737511271416,0.8392554991539763,0.8057259713701431,0.76953125,0.8454935622317596,0.671314270605887
8,2.276361533854755,0.03352803249701284,0.010729639059622695,0.010484209172285333,0.8961849617182003,0.8265651438240271,0.7875647668393784,0.7615230460921844,0.8154506437768241,0.642392536270713
9,1.1241725152150375,0.006221877992259329,0.04731419951208952,0.00603142280788337,0.8787875876803042,0.8307952622673435,0.7955010224948875,0.759765625,0.8347639484978541,0.6538453677576473
10,2.4370818551368556,0.010656461757662135,0.005068788254643027,0.0009282301609116085,0.8511245422146753,0.8409475465313029,0.8025210084033614,0.7860082304526749,0.8197424892703863,0.6698891346952291
11,2.3136886432201442,0.02076140206695462,0.0118370198047702,6.313072289037548e-05,0.8582305380721144,0.8434856175972927,0.8066875653082551,0.7861507128309573,0.8283261802575107,0.6760036863568529
12,2.602449659468235,0.02306878545519872,0.0019443231135660214,0.00405324849143231,0.8059076185704007,0.8477157360406091,0.8097251585623679,0.7979166666666667,0.8218884120171673,0.6830400100235406
13,2.562763776145284,0.018683329298588024,0.013001072135122319,0.007767863612931455,0.8123010173834786,0.8384094754653131,0.7991587802313356,0.7835051546391752,0.8154506437768241,0.6644467221897813
14,3.997936882896362,0.020567029464709206,0.007192831614857988,0.014743372924433788,0.8080697698693738,0.8282571912013537,0.7860906217070601,0.772256728778468,0.8004291845493562,0.642992514713131
15,3.220350453627957,0.036721229535132134,0.003743348132598418,0.004841179445743494,0.8018694667365556,0.8417935702199661,0.8016967126193001,0.7924528301886793,0.8111587982832618,0.6702552276315694
16,2.356755134610372,0.011720812211840634,0.0007970969547281494,0.00021085253771486738,0.9955926560713876,0.8443316412859561,0.8079331941544885,0.7865853658536586,0.8304721030042919,0.677932959559169
17,3.3498749918757023,0.02823051397026048,0.0006533447756865264,0.0001879658015304764,0.9816073321712682,0.8392554991539763,0.797872340425532,0.7911392405063291,0.8047210300429185,0.6645277398424518
18,2.3834734128793302,0.016632956359028835,0.0003572814604706376,0.00512056218751737,0.9580873704308348,0.8426395939086294,0.8054393305439331,0.7857142857142857,0.8261802575107297,0.6740753273393395
19,2.459802036312585,0.02227045749792518,0.03147406771180109,0.0041340349958197305,0.8014408856557885,0.8477157360406091,0.8109243697478993,0.7942386831275721,0.8283261802575107,0.6839627360106776
