# {'verbose': 0, 'auto_class_weights': 'Balanced'},main_metric=mcc
,var_threshold_continuous,var_threshold_discrete,var_threshold_fingerprint,corr_threshold,val_accuracy,val_f1,val_precision,val_recall,val_mcc,val_roc_auc_score,val_average_precision_score
0,0.0181206866818116,0.042409579944383304,0.04396917240985471,0.9489899432492541,0.8111658456486043,0.8027444253859348,0.7761194029850746,0.8312611012433393,0.6233985794002543,0.8938971974021395,0.8737235247079975
1,0.022389581124173195,0.025627755386971596,0.016834962758796538,0.9298470738924436,0.8152709359605911,0.8078565328778822,0.7779605263157895,0.8401420959147424,0.6322247994490138,0.8972624842379293,0.8770118636504206
2,0.03257636569732436,0.03732833451041857,0.03476418354137037,0.8878507649588379,0.8111658456486043,0.802065404475043,0.7779632721202003,0.827708703374778,0.6229547746337064,0.893672121811994,0.869739077434645
3,0.04728607413783159,0.021485359413667623,0.04522925315824198,0.8118851547928044,0.8078817733990148,0.7993138936535162,0.7728026533996684,0.827708703374778,0.6168112979053879,0.8933982346480822,0.8712508629537636
4,0.02044353983926131,0.047921055012995185,0.024367168194723485,0.9638350514887969,0.8144499178981938,0.8048359240069084,0.7831932773109244,0.827708703374778,0.6291264699482187,0.899494257860697,0.8797504528075665
5,0.008490122344133778,0.011082963370174694,0.005748064832240247,0.8036945097586544,0.8136288998357963,0.8058169375534646,0.7772277227722773,0.8365896980461812,0.6286893256601245,0.8981221102870391,0.8770426428781696
6,0.02858300482855524,0.04707647686361126,0.044983654303974475,0.9640133468445921,0.8119868637110016,0.8034334763948497,0.7774086378737541,0.8312611012433393,0.6249319630159272,0.8925142028120889,0.867822964132573
7,0.01500530146999248,0.021397893129015997,0.006378607057767434,0.9912030606353086,0.8177339901477833,0.8102564102564103,0.7808896210873146,0.8419182948490231,0.6370432194301076,0.8970618144346671,0.8767119603501412
8,0.033736279715299404,0.04749925065506473,0.006677410420085052,0.8626899327428896,0.819376026272578,0.8122866894197953,0.7816091954022989,0.8454706927175843,0.6405820336884246,0.8990549536967987,0.8754369560631736
9,0.021104285814988147,0.004205930935064584,0.02340083642036541,0.8164586694724749,0.819376026272578,0.8109965635738832,0.7853577371048253,0.8383658969804618,0.6396421503753569,0.9007009884343687,0.8836812969263353
10,0.03273355035077197,0.004807257714885816,0.023343006157395745,0.802461797415075,0.8136288998357963,0.8051502145922748,0.7790697674418605,0.8330373001776199,0.6282256614942932,0.8983553211394791,0.8812049780187258
11,0.040723911384316774,0.04622913190728622,0.002301732488708275,0.8755476562361595,0.8152709359605911,0.8068669527896996,0.7807308970099668,0.8348134991119005,0.6315193599726591,0.8978943229427955,0.8759123489792684
12,0.03683245445987629,0.030523654220090898,0.009604647330276085,0.800753946607722,0.8185550082101807,0.8096468561584842,0.7859531772575251,0.8348134991119005,0.6376710941936351,0.9002237197130963,0.8827108422856722
13,0.04058796831241213,0.019223473622041524,0.028245958293127003,0.8168686322879501,0.8152709359605911,0.8055315471045809,0.7845117845117845,0.827708703374778,0.6306738988877579,0.8976204357788835,0.8788087400583248
14,0.04910568990790574,0.036480829061500915,0.017285582342025627,0.8113093614161658,0.8095238095238095,0.8010291595197255,0.7744610281923715,0.8294849023090586,0.6201049386528211,0.8963459113527584,0.8746271936134347
15,0.042808007098054046,0.03829396398573356,0.00919275143634844,0.8131718018794012,0.8160919540229885,0.8082191780821917,0.7801652892561983,0.8383658969804618,0.6335111997083411,0.8999200032541048,0.8815151149001387
16,0.03591855178533875,0.03212460381228357,0.011549385033956685,0.808146561459332,0.8210180623973727,0.8136752136752138,0.7841845140032949,0.8454706927175843,0.6436302167370155,0.8994698520738138,0.8773789054677651
17,0.03483543829035758,0.028706302349084778,0.011438730772948321,0.8292364998506035,0.8177339901477833,0.8079584775086505,0.7875210792580101,0.8294849023090586,0.6355177738320604,0.9000094911393436,0.8847514041680082
18,0.03812822776267171,0.030436596517192094,0.012325303301118164,0.8057488161215053,0.8177339901477833,0.8086206896551725,0.7855946398659966,0.8330373001776199,0.6359194052788769,0.8988515721394384,0.8810645040195426
19,0.041360522261142646,0.03231843361618302,0.015010706651671882,0.8103935247459245,0.8119868637110016,0.8034334763948497,0.7774086378737541,0.8312611012433393,0.6249319630159272,0.899176982631215,0.8795203350615052
